"IE_XML_ID";"IE_NAME";"IP_PROP35";"IP_PROP36";"IP_PROP37";"IP_PROP51";"IP_PROP6";"IP_PROP7";"IP_PROP8";"IP_PROP23";"IP_PROP24";"IP_PROP25";"IP_PROP30";"IP_PROP32";"IP_PROP42";"IP_PROP55";"IP_PROP56";"IP_PROP57";"IP_PROP58";"IP_PROP59";"CP_QUANTITY";"CP_WEIGHT";"CP_WIDTH";"CP_HEIGHT";"CP_LENGTH";"CV_QUANTITY_FROM";"CV_QUANTITY_TO";"CV_PRICE_1";"CV_CURRENCY_1"
;"Журнальный стол ПАЛИАТ 00000";52;38;45;17;150000;17;"AntiqueWhite";"В наличии";"circle";"nature";381653;;"pelit";"Индонезия";;;"Окаменелое дерево";;0;0;;;;;;"54000.00";"RUB"
