"IE_XML_ID"	"IE_NAME"	"IE_ACTIVE"	"IE_CODE"	"IP_PROP35"	"IP_PROP36"	"IP_PROP37"	"IP_PROP51"	"IP_PROP6"	"IP_PROP8"	"IP_PROP23"	"IP_PROP24"	"IP_PROP25"	"IP_PROP27"	"IP_PROP30"	"IP_PROP42"	"IP_PROP55"	"IC_GROUP0"	"CV_PRICE_1"	"CV_CURRENCY_1"
	"Журнальный стол СОЛАР 381370"	"Y"	381370	80	80	45	62		"black"	"В наличии"	"square"	"nature_pol"	125100	381370	"solar"	"Индонезия"	"Большие столы"	125100	"RUB"
	"Журнальный стол СОЛАР 381370"	"Y"	381370	80	80	45	62		"black"	"В наличии"	"square"	"nature_pol"	125100	381370	"solar"	"Индонезия"	"Журнальные столы"	125100	"RUB"
	"Журнальный стол СОЛАР 381371"	"Y"	381371	60	90	45	65		"black"	"В наличии"	"rectangular"	"nature_pol"	131200	381371	"solar"	"Индонезия"	"Журнальные столы"	131200	"RUB"
	"Журнальный стол СОЛАР 381372"	"Y"	381372	60	90	45	64		"black"	"В наличии"	"rectangular"	"nature_pol"	129100	381372	"solar"	"Индонезия"	"Журнальные столы"	129100	"RUB"
	"Журнальный стол СОЛАР 381373"	"Y"	381373	60	90	45	60		"black"	"В наличии"	"rectangular"	"nature_pol"	121100	381373	"solar"	"Индонезия"	"Журнальные столы"	121100	"RUB"
	"Журнальный стол СОЛАР 381374"	"Y"	381374	60	90	45	58		"black"	"В наличии"	"rectangular"	"nature_pol"	117000	381374	"solar"	"Индонезия"	"Журнальные столы"	117000	"RUB"
	"Журнальный стол СОЛАР 381375"	"Y"	381375	60	90	45	52		"black"	"В наличии"	"rectangular"	"nature_pol"	104900	381375	"solar"	"Индонезия"	"Журнальные столы"	104900	"RUB"
	"Журнальный стол СОЛАР 381376"	"Y"	381376	150	80	45	130		"black"	"В резерве"	"rectangular"	"nature_pol"	262300	381376	"solar"	"Индонезия"	"Большие столы"	262300	"RUB"
	"Журнальный стол СОЛАР 381377"	"Y"	381377	150	80	45	130		"black"	"В резерве"	"rectangular"	"nature_pol"	262300	381377	"solar"	"Индонезия"	"Большие столы"	262300	"RUB"
	"Журнальный стол СОЛАР 381378"	"Y"	381378	120	80	45	110		"black"	"В наличии"	"rectangular"	"nature_pol"	222000	381378	"solar"	"Индонезия"	"Большие столы"	222000	"RUB"
	"Журнальный стол СОЛАР 381378"	"Y"	381378	120	80	45	110		"black"	"В наличии"	"rectangular"	"nature_pol"	222000	381378	"solar"	"Индонезия"	"Журнальные столы"	222000	"RUB"
	"Журнальный стол СОЛАР 381379"	"Y"	381379	105	101	45	103		"black"	"В наличии"	"square"	"nature_pol"	207900	381379	"solar"	"Индонезия"	"Большие столы"	207900	"RUB"
	"Журнальный стол СОЛАР 381379"	"Y"	381379	105	101	45	103		"black"	"В наличии"	"square"	"nature_pol"	207900	381379	"solar"	"Индонезия"	"Журнальные столы"	207900	"RUB"
	"Журнальный стол СОЛАР 381380"	"Y"	381380	105	101	45	101		"black"	"В наличии"	"square"	"nature_pol"	203800	381380	"solar"	"Индонезия"	"Большие столы"	203800	"RUB"
	"Журнальный стол СОЛАР 381380"	"Y"	381380	105	101	45	101		"black"	"В наличии"	"square"	"nature_pol"	203800	381380	"solar"	"Индонезия"	"Журнальные столы"	203800	"RUB"
	"Журнальный стол СОЛАР 381381"	"N"	381381	100	100	45	110		"black"	"Под заказ"	"square"	"nature_pol"	222000	381381	"solar"	"Индонезия"	"Большие столы"	222000	"RUB"
	"Журнальный стол СОЛАР 381381"	"N"	381381	100	100	45	110		"black"	"Под заказ"	"square"	"nature_pol"	222000	381381	"solar"	"Индонезия"	"Журнальные столы"	222000	"RUB"
	"Журнальный стол СОЛАР 381382"	"Y"	381382	120	60	45	71		"black"	"В наличии"	"rectangular"	"nature_pol"	143300	381382	"solar"	"Индонезия"	"Большие столы"	143300	"RUB"
	"Журнальный стол СОЛАР 381382"	"Y"	381382	120	60	45	71		"black"	"В наличии"	"rectangular"	"nature_pol"	143300	381382	"solar"	"Индонезия"	"Журнальные столы"	143300	"RUB"
	"Журнальный стол СОЛАР 381383"	"N"	381383	120	60	45	71		"black"	"Под заказ"	"rectangular"	"nature_pol"	143300	381383	"solar"	"Индонезия"	"Большие столы"	143300	"RUB"
	"Журнальный стол СОЛАР 381383"	"N"	381383	120	60	45	71		"black"	"Под заказ"	"rectangular"	"nature_pol"	143300	381383	"solar"	"Индонезия"	"Журнальные столы"	143300	"RUB"
	"Журнальный стол СОЛАР 381384"	"N"	381384	120	60	45	65		"black"	"Под заказ"	"rectangular"	"nature_pol"	131200	381384	"solar"	"Индонезия"	"Большие столы"	131200	"RUB"
	"Журнальный стол СОЛАР 381384"	"N"	381384	120	60	45	65		"black"	"Под заказ"	"rectangular"	"nature_pol"	131200	381384	"solar"	"Индонезия"	"Журнальные столы"	131200	"RUB"
	"Журнальный стол СОЛАР 381385"	"Y"	381385	60	60	45	41		"black"	"В наличии"	"square"	"nature_pol"	82700	381385	"solar"	"Индонезия"	"Журнальные столы"	82700	"RUB"
	"Журнальный стол СОЛАР 381386"	"Y"	381386	81	80	45	71		"black"	"В наличии"	"square"	"nature_pol"	143300	381386	"solar"	"Индонезия"	"Большие столы"	143300	"RUB"
	"Журнальный стол СОЛАР 381386"	"Y"	381386	81	80	45	71		"black"	"В наличии"	"square"	"nature_pol"	143300	381386	"solar"	"Индонезия"	"Журнальные столы"	143300	"RUB"
	"Журнальный стол СОЛАР 381387"	"Y"	381387	60	90	45	58		"black"	"В наличии"	"rectangular"	"nature_pol"	117000	381387	"solar"	"Индонезия"	"Журнальные столы"	117000	"RUB"
	"Журнальный стол СОЛАР 381388"	"Y"	381388	60	90	45	63		"black"	"В наличии"	"rectangular"	"nature_pol"	127100	381388	"solar"	"Индонезия"	"Журнальные столы"	127100	"RUB"
	"Журнальный стол СОЛАР 381389"	"Y"	381389	100	100	45	106		"black"	"В наличии"	"square"	"nature_pol"	213900	381389	"solar"	"Индонезия"	"Большие столы"	213900	"RUB"
	"Журнальный стол СОЛАР 381389"	"Y"	381389	100	100	45	106		"black"	"В наличии"	"square"	"nature_pol"	213900	381389	"solar"	"Индонезия"	"Журнальные столы"	213900	"RUB"
	"Журнальный стол СОЛАР 381390"	"Y"	381390	120	60	45	75		"black"	"В наличии"	"rectangular"	"nature_pol"	151300	381390	"solar"	"Индонезия"	"Большие столы"	151300	"RUB"
	"Журнальный стол СОЛАР 381390"	"Y"	381390	120	60	45	75		"black"	"В наличии"	"rectangular"	"nature_pol"	151300	381390	"solar"	"Индонезия"	"Журнальные столы"	151300	"RUB"
	"Журнальный стол СОЛАР 381391"	"Y"	381391	80	80	45	60		"black"	"В наличии"	"square"	"nature_pol"	121100	381391	"solar"	"Индонезия"	"Большие столы"	121100	"RUB"
	"Журнальный стол СОЛАР 381391"	"Y"	381391	80	80	45	60		"black"	"В наличии"	"square"	"nature_pol"	121100	381391	"solar"	"Индонезия"	"Журнальные столы"	121100	"RUB"
	"Журнальный стол СОЛАР 381392"	"Y"	381392	120	80	45	106		"black"	"В наличии"	"rectangular"	"nature_pol"	213900	381392	"solar"	"Индонезия"	"Большие столы"	213900	"RUB"
	"Журнальный стол СОЛАР 381392"	"Y"	381392	120	80	45	106		"black"	"В наличии"	"rectangular"	"nature_pol"	213900	381392	"solar"	"Индонезия"	"Журнальные столы"	213900	"RUB"
	"Журнальный стол БОРНЕО 381514"	"N"	381514	40	40	45	9			"Под заказ"	"circle"	"mosaic"	34600	381514	"borneo"	"Индонезия"	"Журнальные столы"	34600	"RUB"
	"Журнальный стол БОРНЕО 381514"	"N"	381514	40	40	45	9			"Под заказ"	"circle"	"mosaic"	34600	381514	"borneo"	"Индонезия"	"Кофейные столы"	34600	"RUB"
	"Журнальный стол БОРНЕО 381515"	"Y"	381515	60	60	45	20			"В наличии"	"circle"	"mosaic"	77800	381515	"borneo"	"Индонезия"	"Журнальные столы"	77800	"RUB"
	"Журнальный стол БОРНЕО 381516"	"N"	381516	60	60	45	20			"Под заказ"	"circle"	"mosaic"	77800	381516	"borneo"	"Индонезия"	"Журнальные столы"	77800	"RUB"
	"Журнальный стол БОРНЕО 381518"	"Y"	381518	80	80	45	28		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	138400	381518	"borneo"	"Индонезия"	"Большие столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381518"	"Y"	381518	80	80	45	28		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	138400	381518	"borneo"	"Индонезия"	"Журнальные столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381519"	"Y"	381519	90	90	45	35		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	138400	381519	"borneo"	"Индонезия"	"Большие столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381519"	"Y"	381519	90	90	45	35		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	138400	381519	"borneo"	"Индонезия"	"Журнальные столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381520"	"Y"	381520	90	90	45	35		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	175100	381520	"borneo"	"Индонезия"	"Большие столы"	175100	"RUB"
	"Журнальный стол БОРНЕО 381520"	"Y"	381520	90	90	45	35		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	175100	381520	"borneo"	"Индонезия"	"Журнальные столы"	175100	"RUB"
	"Журнальный стол БОРНЕО 381521"	"Y"	381521	60	90	45	24		"AntiqueWhite"	"В резерве"	"rectangular"	"mosaic"	175100	381521	"borneo"	"Индонезия"	"Журнальные столы"	175100	"RUB"
	"Журнальный стол БОРНЕО 381522"	"N"	381522	40	40	45	9			"Под заказ"	"circle"	"mosaic"	116800	381522	"borneo"	"Индонезия"	"Журнальные столы"	116800	"RUB"
	"Журнальный стол БОРНЕО 381522"	"N"	381522	40	40	45	9			"Под заказ"	"circle"	"mosaic"	116800	381522	"borneo"	"Индонезия"	"Кофейные столы"	116800	"RUB"
	"Журнальный стол БОРНЕО 381523"	"Y"	381523	60	60	45	20		"black"	"В наличии"	"circle"	"mosaic"	77800	381523	"borneo"	"Индонезия"	"Журнальные столы"	77800	"RUB"
	"Журнальный стол БОРНЕО 381524"	"Y"	381524	60	60	45	20		"black"	"В резерве"	"circle"	"mosaic"	77800	381524	"borneo"	"Индонезия"	"Журнальные столы"	77800	"RUB"
	"Журнальный стол БОРНЕО 381525"	"Y"	381525	70	70	45	22		"black"	"В наличии"	"circle"	"mosaic"	105900	381525	"borneo"	"Индонезия"	"Журнальные столы"	105900	"RUB"
	"Журнальный стол БОРНЕО 381526"	"Y"	381526	80	80	45	28		"black"	"В наличии"	"circle"	"mosaic"	138400	381526	"borneo"	"Индонезия"	"Большие столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381526"	"Y"	381526	80	80	45	28		"black"	"В наличии"	"circle"	"mosaic"	138400	381526	"borneo"	"Индонезия"	"Журнальные столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381527"	"Y"	381527	90	90	45	35		"black"	"В наличии"	"circle"	"mosaic"	175100	381527	"borneo"	"Индонезия"	"Большие столы"	175100	"RUB"
	"Журнальный стол БОРНЕО 381527"	"Y"	381527	90	90	45	35		"black"	"В наличии"	"circle"	"mosaic"	175100	381527	"borneo"	"Индонезия"	"Журнальные столы"	175100	"RUB"
	"Журнальный стол БОРНЕО 381528"	"N"	381528	90	90	45	35			"Под заказ"	"circle"	"mosaic"	175100	381528	"borneo"	"Индонезия"	"Большие столы"	175100	"RUB"
	"Журнальный стол БОРНЕО 381528"	"N"	381528	90	90	45	35			"Под заказ"	"circle"	"mosaic"	175100	381528	"borneo"	"Индонезия"	"Журнальные столы"	175100	"RUB"
	"Журнальный стол БОРНЕО 381529"	"Y"	381529	100	100	45	45		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	216200	381529	"borneo"	"Индонезия"	"Большие столы"	216200	"RUB"
	"Журнальный стол БОРНЕО 381529"	"Y"	381529	100	100	45	45		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	216200	381529	"borneo"	"Индонезия"	"Журнальные столы"	216200	"RUB"
	"Журнальный стол БОРНЕО 381530"	"Y"	381530	110	110	45	55		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	261600	381530	"borneo"	"Индонезия"	"Большие столы"	261600	"RUB"
	"Журнальный стол БОРНЕО 381530"	"Y"	381530	110	110	45	55		"AntiqueWhite"	"В наличии"	"circle"	"mosaic"	261600	381530	"borneo"	"Индонезия"	"Журнальные столы"	261600	"RUB"
	"Журнальный стол БОРНЕО 381531"	"N"	381531	60	60	45	25			"Под заказ"	"square"	"mosaic"	77800	381531	"borneo"	"Индонезия"	"Журнальные столы"	77800	"RUB"
	"Журнальный стол БОРНЕО 381532"	"Y"	381532	80	80	45	45		"AntiqueWhite"	"В наличии"	"square"	"mosaic"	138400	381532	"borneo"	"Индонезия"	"Большие столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381532"	"Y"	381532	80	80	45	45		"AntiqueWhite"	"В наличии"	"square"	"mosaic"	138400	381532	"borneo"	"Индонезия"	"Журнальные столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381533"	"N"	381533	60	90	45	24			"Под заказ"	"rectangular"	"mosaic"	116800	381533	"borneo"	"Индонезия"	"Журнальные столы"	116800	"RUB"
	"Журнальный стол БОРНЕО 381534"	"Y"	381534	80	80	45	28		"black"	"В резерве"	"circle"	"mosaic"	138400	381534	"borneo"	"Индонезия"	"Большие столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381534"	"Y"	381534	80	80	45	28		"black"	"В резерве"	"circle"	"mosaic"	138400	381534	"borneo"	"Индонезия"	"Журнальные столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381535"	"Y"	381535	80	80	45	45		"AntiqueWhite"	"В наличии"	"square"	"mosaic"	138400	381535	"borneo"	"Индонезия"	"Большие столы"	138400	"RUB"
	"Журнальный стол БОРНЕО 381535"	"Y"	381535	80	80	45	45		"AntiqueWhite"	"В наличии"	"square"	"mosaic"	138400	381535	"borneo"	"Индонезия"	"Журнальные столы"	138400	"RUB"
	"Кофейный столик ТАЛАНГО 381814"	"Y"	381814	30	30	45	9,4		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381814		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381815"	"Y"	381815	30	30	45	9,4		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381815		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381816"	"Y"	381816	30	30	45	9		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381816		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381817"	"N"	381817	30	30	45	9,3		"AntiqueWhite"	"Под заказ"	"square"	"nature_pol"	20000	381817		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381818"	"Y"	381818	30	30	45	9		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381818		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381819"	"Y"	381819	30	30	45	9		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381819		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381820"	"Y"	381820	30	30	45	9,4		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381820		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381821"	"Y"	381821	30	30	45	9		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381821		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381822"	"Y"	381822	30	30	45	7,8		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381822		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381823"	"Y"	381823	30	30	45	7		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381823		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381824"	"Y"	381824	30	30	45	8		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381824		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381825"	"Y"	381825	30	30	45	7,6		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381825		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381826"	"Y"	381826	30	30	45	8,1		"black"	"В наличии"	"square"	"nature_pol"	20000	381826		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381827"	"Y"	381827	30	30	45	7,7		"black"	"В наличии"	"square"	"nature_pol"	20000	381827		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381828"	"Y"	381828	30	30	45	9		"black"	"В наличии"	"square"	"nature_pol"	20000	381828		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381829"	"Y"	381829	30	30	45	7,6		"black"	"В наличии"	"square"	"nature_pol"	20000	381829		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381830"	"Y"	381830	30	30	45	9		"black"	"В наличии"	"square"	"nature_pol"	20000	381830		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381831"	"Y"	381831	30	30	45	9		"black"	"В наличии"	"square"	"nature_pol"	20000	381831		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381832"	"Y"	381832	30	30	45	7,5		"black"	"В наличии"	"square"	"nature_pol"	20000	381832		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381833"	"Y"	381833	30	30	45	7,2		"black"	"В наличии"	"square"	"nature_pol"	20000	381833		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381834"	"Y"	381834	30	30	45	8,8		"black"	"В наличии"	"square"	"nature_pol"	20000	381834		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381835"	"Y"	381835	30	30	45	9		"black"	"В наличии"	"square"	"nature_pol"	20000	381835		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381836"	"Y"	381836	30	30	45	9,2		"black"	"В резерве"	"square"	"nature_pol"	20000	381836		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381837"	"Y"	381837	30	30	45	8,8		"black"	"В резерве"	"square"	"nature_pol"	20000	381837		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381838"	"Y"	381838	30	30	45	9,4		"black"	"В резерве"	"square"	"nature_pol"	20000	381838		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381839"	"Y"	381839	30	30	45	7,5		"black"	"В наличии"	"square"	"nature_pol"	20000	381839		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381840"	"Y"	381840	30	30	45	8,6		"black"	"В резерве"	"square"	"nature_pol"	20000	381840		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381841"	"Y"	381841	30	30	45	7,7		"black"	"В наличии"	"square"	"nature_pol"	20000	381841		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381842"	"Y"	381842	30	30	45	8,8		"black"	"В наличии"	"square"	"nature_pol"	20000	381842		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381843"	"Y"	381843	30	30	45	9,1		"black"	"В наличии"	"square"	"nature_pol"	20000	381843		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381844"	"Y"	381844	30	30	45	8,8		"black"	"В наличии"	"square"	"nature_pol"	20000	381844		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381845"	"N"	381845	30	30	45	9,2		"AntiqueWhite"	"Под заказ"	"square"	"nature_pol"	20000	381845		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381846"	"N"	381846	30	30	45	8,5		"AntiqueWhite"	"Под заказ"	"square"	"nature_pol"	20000	381846		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381847"	"N"	381847	30	30	45	8,7		"AntiqueWhite"	"Под заказ"	"square"	"nature_pol"	20000	381847		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381848"	"Y"	381848	30	30	45	10,2		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381848		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381849"	"N"	381849	30	30	45	9,9		"AntiqueWhite"	"Под заказ"	"square"	"nature_pol"	20000	381849		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381850"	"Y"	381850	30	30	45	8		"black"	"В наличии"	"square"	"nature_pol"	20000	381850		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381851"	"Y"	381851	30	30	45	7,1		"black"	"В наличии"	"square"	"nature_pol"	20000	381851		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381852"	"Y"	381852	30	30	45	7,2		"black"	"В наличии"	"square"	"nature_pol"	20000	381852		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381853"	"Y"	381853	30	30	45	7		"black"	"В наличии"	"square"	"nature_pol"	20000	381853		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381854"	"Y"	381854	30	30	45	7,3		"black"	"В наличии"	"square"	"nature_pol"	20000	381854		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381855"	"Y"	381855	30	30	45	9,2		"black"	"В наличии"	"square"	"nature_pol"	20000	381855		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381856"	"Y"	381856	30	30	45	7		"black"	"В наличии"	"square"	"nature_pol"	20000	381856		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381857"	"Y"	381857	30	30	45	8,8		"black"	"В наличии"	"square"	"nature_pol"	20000	381857		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381858"	"Y"	381858	30	30	45	7,3		"black"	"В наличии"	"square"	"nature_pol"	20000	381858		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381859"	"Y"	381859	30	30	45	9		"black"	"В наличии"	"square"	"nature_pol"	20000	381859		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381860"	"Y"	381860	30	30	45	8,5		"black"	"В наличии"	"square"	"nature_pol"	20000	381860		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381861"	"Y"	381861	30	30	45	7,1		"black"	"В наличии"	"square"	"nature_pol"	20000	381861		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381862"	"Y"	381862	30	30	45	10,2		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381862		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381863"	"Y"	381863	30	30	45	10		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381863		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381864"	"N"	381864	30	30	45	10		"AntiqueWhite"	"Под заказ"	"square"	"nature_pol"	20000	381864		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381865"	"Y"	381865	30	30	45	9,1		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381865		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381866"	"Y"	381866	30	30	45	10		"AntiqueWhite"	"В резерве"	"square"	"nature_pol"	20000	381866		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381867"	"Y"	381867	30	30	45	8,9		"AntiqueWhite"	"В наличии"	"square"	"nature_pol"	20000	381867		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381868"	"Y"	381868	30	30	45	7,7		"black"	"В наличии"	"square"	"nature_pol"	20000	381868		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381869"	"Y"	381869	30	30	45	8,7		"black"	"В наличии"	"square"	"nature_pol"	20000	381869		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381870"	"Y"	381870	30	30	45	7,9		"black"	"В наличии"	"square"	"nature_pol"	20000	381870		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381871"	"Y"	381871	30	30	45	7,6		"black"	"В наличии"	"square"	"nature_pol"	20000	381871		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381872"	"Y"	381872	30	30	45	8,2		"black"	"В наличии"	"square"	"nature_pol"	20000	381872		"Индонезия"	"Кофейные столы"	20000	"RUB"
	"Кофейный столик ТАЛАНГО 381873"	"Y"	381873	30	30	45	9		"black"	"В наличии"	"square"	"nature_pol"	20000	381873		"Индонезия"	"Кофейные столы"	20000	"RUB"
